Item title,Item link,Transcription,Image link
Cases of conscience concerning witchcrafts,http://publications.newberry.org/transcribe/scripto/transcribe/42/22337,"[word continued from previous page: ousnes] &amp; Providence of God in Governing huimane affairs thus to Suffer men to be Imposed on. It must be acknowledged that the Divine provid. has taken care that ye greatest part of mankind. Shall not be Left ^under unavoidable Deception, so as to be alwayes abused by the mischievous agents of Hell in the Objects of Plain Sence. nevr the less,til not for sinfull &amp; silly mortalls, to prescribe rules to the most high in his government of the world = or to direct him how far he may permit Satan to use his powr.  I am apt to think [lined through: ther is some] there are some amongst us, who, if they had liv'd in Job's dayes and seen the Divel tormenting of him and heard his complaints of being scar'd with dreams, and [underlined: terrified with night visions] they would have Joynd with his uncharitable friends in confusing him as a most guilty person.  But we should consider that the most High God does some=time deal with men in a way of Absolute Sove=rainty performing the thing w^c is appointed for them and many such things are wth him.  If He does destroy the perfect as the wicked and [underlined: Laugh at the tryall of the Inocent] Job. 9. 22. 23.  Who shall enter into his Councells?  Who has given him a charge over the Earth! or who hath disposed the whole world!  Men are not able to give an account of his ordinary workes, much less of his Secret Counsell and I Dark dispensations of his providence.  They doe but darken Counsels by Words without knowledge whenever they undertake it



",http://publications.newberry.org/transcribe/files/imports/case_ms_b_8884_558_28_o3.jpg
Cases of conscience concerning witchcrafts,http://publications.newberry.org/transcribe/scripto/transcribe/42/22338,"If wee are not able to See how this or that can stand with the Righteousness of him that Governs the world, Shall we Say that the Almighty will pervert Judgemt or that he that governs the Earth hateth Right! Shall we Condemn him that is most Just?  but wheras tis Objected _when is Providence_, &amp; how shall men Live on Earth If the Divell may be permited to use Such powr. I demand wher was Providence when Satan had power to Cause Sons of Beliall to Lye and Swear away the Life of inocent Nalboth, Saying Such Crimes to his Charg as he was nevr  guilty of. And what an hour of Darkness was it! and how far was the powr of Hell permitted to prevail when Christ the Son of God was accused and Hangd for a Crime that hee was never guilty of. That was the Strangest Providence that ever happened Since the world began! and yet in the Issue the most glorious. we must therefore distinguish between what does Ordinarily come to pass by the providence of God ^and [underlined: things that are Extraordinary.] It is not an usuall thing for a Nalbeth to have his Life taken from him by false accusations; or for an [Athanasius underlined] or a [Suscinate underlined] be Charged and perhaps brought before Courts of Judicature. for Crimes of which they were altogether inocent but if we therefore Conclude that Such a thing as this Can nevr hapen in this world we Shall offend against the generation of the Just. It is not Ordinary for Divels to be permitted to reveal the Secret Sins of men. Yet this has been done



",http://publications.newberry.org/transcribe/files/imports/case_ms_b_8884_558_29_o3.jpg
Cases of conscience concerning witchcrafts,http://publications.newberry.org/transcribe/scripto/transcribe/42/22339,"more then once or twice. Nor is it Ordina
ry for _Demons _to Steal money out of mens 
pockets &amp; purses or wine and cyder out of their 
Cellars. Yet Some Such Instances have ther 
been among ourselves. It is not usuall for 
Providence to permitt a Divel to Come from 
Hell and to throw fire on the Top of Houses and 
to Cause whole Townes to be Burnt to Ashes 
therby. Ther would (it must be confessed) be no Liv-
ing in the world if Evill Angells Should be 
permitted to doe this when ever they had a mind to it 
Nevertheless, Authors worthy of Creditt Tell us that
this has Sometime happened. Both Erasmus [underlined] &amp; 
Cardano (d) Write that the Towne of Schiltack in 
Germany was in the moneth of April 1533 Set 
on fire by the Divel and burnt to the ground in 
an Hours Space. Tis also reported by Sigibert A-
ventimus and others, that some Cottages and Barnes in a 
Toune Called Bingus were fired by a wicked ge-
nius. That Spitefull Demon Said it was for the 
impieties of Such aman whom he named that he
was sent to molest them. The poor man to Satisfie his 
neighbours who were Ready to Stone him Carried 
an Hott Iron in his hand but Receiving no hurt 
therby, he was judged to bee inocent. It is not 
Ordinary for a Divel upon the Dying Curse of 
a Servant to have a Commission from Heaven to 
Tear and Torment a bloody Cruel maister. Yet 
such a thing may possibly come to pass. Ther is a

d) De Subtil. Lib. 19



",http://publications.newberry.org/transcribe/files/imports/case_ms_b_8884_558_30_o3.jpg
Cases of conscience concerning witchcrafts,http://publications.newberry.org/transcribe/scripto/transcribe/42/22340,"a Tearfull Story to this purpose in the account of the [underlined: Buccaniers] of [underlined: America], [illegible word crossed out] my Author Relates that a Servt who was [underlined: Spirited] or Kidnapt (as they call it) into [underlined: America] falling into the hands of a Tyrannicall Maister he ran away from him, but being taken and brought Back the heard hearted Tyrant Lashed him on his Naked back till his body ran in an Intire Stream of blood, to make the Torment of the miserable Creature intollerable, he anointed his wounds with Juice of Lemmons mixed with Salt &amp; pepper being grounded Small together, with which Torture the miserable Wretch gave up the Ghost with these dying words, [underlined: I beseech the Almighty God Creator of Heaven and Earth that he permitt a Wicked Spirit to make thee feel as many torments before thy death as thou hast caused mee to feel before mine.] Scarce four dayes were past after this Horrible fact when the Almighty Judge gave Commission to the Maister of wickedness to possess the body of that Cruel Maistr and to [crossed out word: wrack] make him macerate his own flesh untill he dyed, he Like surrendering his Ghost into the Hands of the Infernall Spirit who had Tormented his body. But of this Tragicall Story enough. To proceed, tis not usuall for persons after their death to appear unto the Living. But it doth not therfore follow that the great god will not



",http://publications.newberry.org/transcribe/files/imports/case_ms_b_8884_558_31_o3.jpg
Cases of conscience concerning witchcrafts,http://publications.newberry.org/transcribe/scripto/transcribe/42/22341,"never Suffer this to bee. For both in former and in latter ages examples hereof have not been wanting. No longer since then the last winter ther was much discourse in [underlined: London] concerning a Gentlewoman unto whom her dead Son (and another whom she knew not) had appeared. Being then in [underlined: London] I was willing to Satisfie my Self by Enquiring into the [2 crossed out words] truth of what was reported. And February 23 1691. my Brother (who is now a Pastor to a congregation in that city) and I discoursed the Gentlewoman Spoken of. She told us that a Son of hers who had been a very Civil young man, but more Airy in his [illegible word crossed out] temper than was pleasing to his Serious Mother, being dead She was much concerned in her thoughts about his condition in the other world. But a fortnight after his death he appeard unto her, saying, mother you are solicitory [crossed out: of] about my Eternall welfare, trouble your self no more for I am happy. &amp; so vanishd. Should ther be a continuall intercourse between the visible &amp; the invisible world, twould breed confusion. But thence to infer that the great ruler of the Universe will never permitt any thing of this nature to be, is an inconsequent conclusion. Let me further add here, it has [word crossed out: been]  very Seldom been known that Satan has personated an inocent man doing an ill thing. but [crossed out word: God] Providence hath found out Some way for their vindication Either they have been able to prove that they wer in another place when that fact was doing or the Like. so that perhaps there [word crossed out: illegible] never was an instance of any inocent person condemned, in any court of judicature on Earth, only threw Satan deluding &amp; imposing on the imaginations of men, when nevertheless the witnesses, Juries &amp; Judges were all to be excused from blame.



",http://publications.newberry.org/transcribe/files/imports/case_ms_b_8884_558_32_o3.jpg
Cases of conscience concerning witchcrafts,http://publications.newberry.org/transcribe/scripto/transcribe/42/22342,"Argum. 4. It is certain both from Scripture &amp; History 
that Magicians by their Inchantments &amp; hellish
Conjurations may cause a false representation of per
sons &amp; things. An inchanted by shall see such things
as others cannot discern. It is a thing too well known
to be denied that some by rubbing their eyes with a 
bewitched water have immediately thereupon seen that
which others could not discern. And there are persons
in the world who have a Strange _Spectrall Sight._ 
Mr Glanvill (f) speaks of a Dutchman that could see
Ghosts which others could percieve nothing of. 
Mr _George Sinclare_ in his book intituled _Satans Invisi
ble world discovered_ (h) hath these words ""I am undoub
""tedly inform'd that men &amp; women in the highlands can 
'discern fatality approaching others by Seeing them in the 
'waters or wth winding sheets about them. &amp; that others
'can Lecture in a sheeps shoulder bone a death within the
'parish seven or eight days before it come. It is not improba
'ble but that such preternaturall knowledge comes first
'by a compact wth ye Devil, &amp; is derived downward by succes
'sion to their posterity. many such I suppose are innocent
'&amp; have this sight against their will and inclination.""
Thus Mr _Sinclare_. I concurr wth his supposall yt such 
Knowledge is originally from Satan, and perhaps the effect
of some old inchantment. There are some at this day in
the world, that if they come into an house, where one in
the family will dy within a fortnight, the smell of a dead
corps offends them to such a degree as that they cannot
stay in that house. It is reported that neare unto the 
Abby of St _Maurice in Burgundy_ (i) there is a fishpond
(f) in his Sad-
ducism triumph p 
(h) p. 215
(i) Vairus de Trascius. lib 2




Argum. 4. It is certain both from scripture and history that magicians by their enchantments &amp; hellish conjurations may cause a false representation of persons 
and things. An enchanted by shall see such things as others cannot discern. It is a thing too well known to be denied that some, by rubbing their eyes with a 
bewitched water have immediately thereupon seen that which others could not discern. And there are persons in the world who have a strange spectral sight. 
Mr. Glanvill (f) speaks of a Dutchman that could see ghosts which others could perceive nothing of.  Mr. George Sinclare in his book entitled ""Satan's Invisible
World Discovered"" (h) hath these words ""I am undoubtedly informed that men &amp; women in the highlands can discern fatality approaching others by seeing them in the waters or with winding sheets about them and that others can lecture in a sheep's shoulder bone a death within the parish seven or eight days before it come. It is not improbable but that such preternatural knowledge comes first by a compact with the Devil, and is derived downward by succession to their posterity. Many such I suppose are innocent and have this sight against their will and inclination."" Thus Mr. Sinclare. I concur with his supposal that such knowledge is originally from Satan, and perhaps the effect of some old enchantment. There are some at this day in the world, that if they come into a house, where one in the family will die within a fortnight, the smell of a dead corpse offends them to such a degree as that they cannot stay in that house. It is reported that near unto the Abby of St Maurice in Burgundy (i) there is a fishpond
(f) in his Sad-
ducism triumph p 
(h) p. 215
(i) Vairus de Trascius. lib 2



",http://publications.newberry.org/transcribe/files/imports/case_ms_b_8884_558_33_o3.jpg
Cases of conscience concerning witchcrafts,http://publications.newberry.org/transcribe/scripto/transcribe/42/22343,"in w^ch are fishes put according to the number of the Monks of that place. If any one of them happen to be Sick, there is a fish Seen to float &amp; Swim above water half dead, &amp; if the monk shall dy, the fish a few days before dieth. In some parts in Wales [underlined], death lights [above text: or corps candles] (as they call them) are seen in the night time going from the house where Some body will shortly dy, &amp; passing into the Churchyard. of this my dearly honoured &amp; never to be forgotten friend mr Richard Baxter [underlined] (k) hath given an account in his book about witchcrafts lately published. what to make of Such things except they be the effects of Some old inchantments, I know not. Nor what naturall Reason to as-sign for that which I find amongst the Observations of the Imperiall Academy [underlined] for the yeare 1687, viz. that in an orchard where there are choice Damasien plumbs, the master of the family being Sick if a Quartan Ague, whilst he continued very ill, four of his plumb trees instead of Damasiens brought forth a vile sort of yellow plumbs: but recovering his health the next yeare the tree did (as formerly) bear Damasiens again. but when after that he fell into a fatall dropsy, on those trees were Seen not damasiens but another sort of fruit. the same Author (I) gives instances of w^ch he had the certain knowledge, concerning apple trees &amp; pear trees that the fruit of them would on on a sudden wither, as if they had ben baked in an oven, when the owners of them were mortally Sick. It is no less strange (m)
that in the illustrious Electorall house of the _Brandenburg_, before ye
death of some one of the Family, feminine Spectres appear (n)
and often in the houses of great men, voices &amp; visions from ye
invisible world have ben the harbingers of death. When any
Heir in the worshipfull family of the _Breretons_ in Cheshire is
near his death, there are seen in a pool adjoyning bodyes of [heirs?]
Swimming for certain days together. On which learned _Cambden_
(o) hath this note. [underline:] These &amp; Such like things are done either by
the holy [inselar?] angells of men or else by the Devils, who by
Gods permission mightily shew their power in this inferiour world.
[Margin notes:]
(L) ~ Germ.
Ephem. An
16 .p.379.
(m) Heinkelius
de Obsessis
p. 86
(n) Camerarius
Cant. 1. c. 73
Cardan de vrem[?]
varietate
lib.16.cap.93
(o) in his Brit-
tania p.609




in which are fishes put according to the number of the Monks of that place. When any one of them happen to be sick, there is a fish seen to float and swim above water half dead, and if the monk shall die, the fish a few days before dies too. In some parks in Wales, death lights (or corps candles as they call them) are seen in the night going from the house where some body will shortly die, and passing into the churchyard. Of this my dearly honored and never to be forgotten friend Mr. Richard Bascher has given an account in his book about witchcrafts lately published. What to make of such things except they be the effects of some old enchantments, I know not. Nor what natural reason to assign for that which I find amongst the observations of the Imperial Academy for the year 1687, that in an orchard where there are choice Damasien plumbs, the master of the family being sick if a Quartan Ague, whilst he continued very ill, four of his plumb trees instead of Damasiens brought forth a vile sort of yellow plumbs: but recovering his health the next year the tree did (as formerly) bear Damasiens again. But when after that he fell into a fatal dropsy on those trees were seen not Damasiens but another sort of fruit. The [Sa_r] author (I) gives instances of which he had the certain knowledge, concerning apple trees and pear trees that the fruit of them would on on a sudden wither, as if they had been baked in an oven, when the owners of them were mortally sick. It is no less strange (m) that in the illustrious Electoral house of the Brandenburg, before the death of some one of the family, feminine specters appear (n) and often in the houses of great men, voices and visions from the invisible world have been the harbingers of death. When any heir in the worshipful family of the Breretons in Cheshire is near his death, there are seen in a pool adjoyning bodies of [heirs?] swimming for certain days together. On which learned Cambden(o) hath this note. These and such like things are done either by the holy [_u__lar] angels of men or else by the Devils, who by Gods permission mightily [_he_] their power in this inferious [works?]
[Margin notes:]
(L) ~ Germ.
Ephem. An
16 .p.379.
(m) Heinkelius
de Obsessis
p. 86
(n) Camerarius
Cant. 1. c. 73
Cardan de vrem[?]
varietate
lib.16.cap.93
(o) in his Brit-
tania p.609



",http://publications.newberry.org/transcribe/files/imports/case_ms_b_8884_558_34_o3.jpg
Cases of conscience concerning witchcrafts,http://publications.newberry.org/transcribe/scripto/transcribe/42/22344,"24
As for Mr Sinclares notion that some persons may have a Second
Sight (as tis termed) &amp; yet be themselves Innocent, I am Satisfied
that he judgeth Right.  For this is common among the Laplanders
w^o  are horribly addicted to Magicall incantations.  They bequeath
their Demons to their children as a Legacy, by whom they are often
assisted (like bewitched persons as they are) to see &amp; do things beyond
the power of nature.  An Historian w^o[who] deserve credit Relates (p)   that a certain Laplander gave him a true &amp; particular account
of w^t had hapned to him in his journey to Lapland.  And further
complained to him w^th tears, that things at a great distance are
represented to him &amp; how much he desired to be delivered from
that diabolicall sight, but could not.  This doubtless w^s[was] caused by
Some Inchantment. but to proceed to what I intended, the
Eyes of persons by means of inchanting charms may not only See
what others do not, but be undr Such a power of fascination as that
things which are not shall really appear.  The apostle Speaks of
bewitched eyes Gal. 3.1 &amp; we know from Scripture that the
Imaginations of men have by inchantments ben imposed upon.
And Historians abound with very Strange instances of this nature
The old witch Circe by an inchanted cup caused Ulysses his compa
nions to imagine themselves to be turned into Swine.  &amp; how ma
ny witches have ben So bewitched by the Devil as Really to beleiv
that they were transform'd into wolvs or dogs or cats?  It is 
Reported of Simon Magus (q) that by his Sorceries he would
So impose on the Imaginations of people, as that they thought
he had really changd himself into another Sort of creature
Apollonius of Tyana could outdoe Simon with his Magick.
The great Bohemian Conjurer Zyto (r) by his inchantments cau-
sed certain persons whom he had a mind to try by his art upon to Ima-
gine that their hands were turned into the feet of an Ox, or into the
hoofs of an horse, So that they could not reach to ye dishes before them
to take any thing thence.  He Sold wisps of Straw to a butcher
w^o[who] bought them for Swine.  That many Such prestigious pranks
were played by the unhappy Faustus is attested by


MARGIN
(p) Lee ______
History of Lapland
&amp; mr Burtons
history of
Demons.
p. 98
(q)v. Schotten
physic. curios
lib. 1. cap. 16
(r) See Wanly
of the wonders
of the world.
p. 515.



",http://publications.newberry.org/transcribe/files/imports/case_ms_b_8884_558_35_o3.jpg
Cases of conscience concerning witchcrafts,http://publications.newberry.org/transcribe/scripto/transcribe/42/22345,"[written in margin: 25 (s) ubi supra p.113]
[Camerarius, Wierus, Voehuis Lavalor &amp; Lonius [underlined]]. There is newly published a book (mentioned in the (s) [underlined: Acta Eruditoruum}) wherein the author ([underlined: Weihard Valvasor]) Relates that a [Reesham?] Jew instructed him (only he would not attend his instruc-tions) how to make a Magicall glass which should Represent any person or thing according as he should desire. If a Ma-gician by an inchanted glass can do this, they may as well by the help of a Demon cause false Ideas of persons &amp; things to be impressed on the Imaginations of bewitched persons. The blood &amp; Spirits of a man that is bitten with a mad dog, are so invenomed as that strange Impressions are thereby made on his Imagination. Let him be brought into a Room where there is a looking glass, &amp; he will (if put upon it) not only say but sweare that he sees a dog, tho^ in truth there is no dogg it may be within 20 miles of him. And is it not then possible for the doggs of Hell so to poyson the Imagina-tions of miserable creatures, as that they shall believe &amp; Sweare that such persons hurt them as never did So. I have heard of an inchanted pin that hath caused the con-demnation &amp; death of many Scores of Innocent persons. There was a notorious pretended witch finder in [underlined: Scotland] that undertook by a pin to make an infallible discovery of suspec-ted persons, whither they were witches or not. If when the pin was Run an inch or two into the body of the accused party no blood appeared, nor any sense of pain, then he declared them to be witches. by means hereof my Author tells me no less than 300 persons were condemned for witches in that Kingdom. This bloody jugler after he had done enough in [underlined: Scotland], came to the towne of [underlined: Berwick] upon [underlined: Tweed]. An honest man now living in N.E assureth me that he Saw ^him thrust a great ^grass pin two inches into the body of one, that Some would in that way try whither there was witchcraft in the case or no. The accu-sed party was not in the least Sensible of w^t[what] was done &amp; therefore in danger of the punishment justly due for witchcraft.



",http://publications.newberry.org/transcribe/files/imports/case_ms_b_8884_558_36_o3.jpg
Cases of conscience concerning witchcrafts,http://publications.newberry.org/transcribe/scripto/transcribe/42/22346,"Only it so hapned that Coll. [Underlined: Fenwick] that worthy Gentleman 
w^o many yeares since lived in N.E) was then the military 
Governour in that towne. He Sent for the Mayor &amp; Magistrates 
advising them to be carefull &amp; cautious in their proceedings for 
he told them it might be an inchanted pin which the witchfinder 
made use of, whereupon the magistrates of the place ordered y^t
he should make his experiment with some other pin as they 
should appoint. but that he would by no means be induced unto 
w^ch was a sufficient discovery of the knavery &amp; witchery of the 
witchfinder.[asterisk] And that there is a wonderfull power of ye 1 [word crossed out: Devil] 
Devil attending things inchanted we have confirmed by a pro-
digious instance in Major [underlined: Weir] a Scotchman. That wretched 
man was a perfect prodigy. A man of great parts, esteemed, a 
Saint, yet lived in Secret uncleaness with his own Sister for 
34 yeares together. After his wickedness was discovered he did 
not seem to be troubled at any of his crimes, excepting that
he had caused a poor woman to be publickly whipped because
She reported that she had seen him committing bestiality.
w^ch thing was true only the woman could not prove it. This
wretched creature, if he had his [underlined: inchanted staff] in his hand 
could pray to Admiration &amp; do extraordinary things as is more
amply Related in the postscript to mr [underlined: [underlined: Sinclare's] book before-
mentioned, but if he had not his enchanted Rod to lean 
upon he could not transform himself into an Angel of light.
But by all these things we conclude that it is not impossible
but that a guilty Conjurer that so he may render himself the
less Suspected may by his magical art &amp; enchantments cause
Innocent persons to be Represented as afflicting those, whome
the Devil &amp; himself are the Tormenters of.
Argum: 5. The truth we affirm is so evident as that many
learned &amp; Judicious men have freely subscribed unto it.
That memorable relation of the Devils assuming the Shape
of an Innocent citizen in [underlined: Zurick] is in the judgment of 
that great Divine [underlined Lud. Lavator] of weighty consideration.
[In upper left margin: 26)]
[in left margin: [asterisk] ther is a strange Diabolical energy goeth along with charms  &amp; incantations. if Balak had not known y^t
Hee would not have sent for Balaam to see whether hee could inchant ye children of Isreal. the Scripture
intimates ye enchantments wile sees a serpent from biting.  Eccls.10.11 a witch in Swedeland confessed y^t y^e
Devil gave her a wooden knife; &amp; y^t if she did but touch any living thing with that enchanted 
knife it would dy presently.



",http://publications.newberry.org/transcribe/files/imports/case_ms_b_8884_558_37_o3.jpg
Cases of conscience concerning witchcrafts,http://publications.newberry.org/transcribe/scripto/transcribe/42/22347,"27
She declares he doth therefore mention it, that so Judges
might be cautelous in their proceedings in cases of this nature
in as much as the Devil doth often in that way intangle innocent
persons &amp; bring them into great troubles. His words are (t) [underlined: have
historian ideo recito ut Judicus in Imjnsmodi casibus canti Sint
Diabolus enim hac via Saepe immientibus intidiatur.]. He
confirms w^t he saith by Reciting a passage out of [underlined: Albertus Gran-
zius] who writes that the Devil was seen in the shape of a
noble man to come out of the Empress her chamber. But to clear
her Innocency, she (according to the Superstitious [underlined: Ordeals] then in
fashion) walked blindfold over a great many glowing hot Irons
without touching any of them. (u) (mr [underlined: Roetius] in his disputation of
[underlined: Spectres] proposath that question whither the Devil may not
untruly personate a godly man &amp; answers in the Affirmative.
And withall adds that it is a Sufficient argument (ad hominem)
to Answer the Papists with their own histories, w^ch give instances
of Satans appearing in the figure of Saints, nay of Christ himself
&amp; in his discourse concerning the [underlined: Operations of Daemons] (w) he
hath the like problem whither ye Devil may not possibly put on
the shape of a true Believer, a Real Saint, not only of Such as
are dead, but still living; &amp; Answers, [underlined: Quidni?] why not. It is bee
true Popish [underlined: Casuists] (x) do generally incline to the Negative in the
Question. Nevertheless the instance of [underlined: Germanus] w^o saw a compa
-ny of honest people Represented by the Devils as if they had ben
feasting together when they were Really asleep in their beds, doth
a little puzzle them so as they are necessitated to take up with
this conclusion (y) [underlined: that by an extraordinary permission of God
Innocent persons may be Represented by Satan in the Nocturnal
Conventicles of witches.] And if so, much more as afflicting
bewitched persons. [underlined: Delrio] gives an Account of an Innocent
Monk whose Reputation was endangered by a Demons appearing
in his shape. He writes more like a Divine than Jesuites use to do
when he saith (z) [underlined: it is not absolutely to be denied bu that ye Devils
may exhibit the forms of Innocent persons if God permit it, who
when he doth permit, usually]
[Margin notes:]
(t) de Spectris
p. 86. 87.
(u) disp. Setect[?]
vol. 1. p. 1008
(w) p. 949.
(x)Tyraus de
apparitioni-
bus. lib. 2
cap. 14.
(y) Bringfeldins
de confessio-
nibus Pagarium.
p. 183. 191.
(z) disquis.
Magic.
lib. 2. [?] 12. p. 143



",http://publications.newberry.org/transcribe/files/imports/case_ms_b_8884_558_38_o3.jpg
Cases of conscience concerning witchcrafts,http://publications.newberry.org/transcribe/scripto/transcribe/42/22348,"[underlined: by some providence discovers the fraud of the Devils, that so the 
Innocent may be vindicated, or if not it is to bring them to Re-
pentance for some sin or to try their patience.]  It is rare to see 
such words dropping from the pen of a Jesuite.  As for Protestant 
writers, I cannot call to mind one of any note that doth deny 
the possibility of the Affirmative in the question before us.  
[margin note: (a) printed at Frankfurt anno 1689] 
[underlined: Dr. Henkelius] hath lately published (a) a learned &amp; elaborate 
discourse concerning [underlined: the right method of curing such as are obses-
sed with caco daemons] in which (pag 105) he asserts that [underlined: Satan 
may possibly assume the form of innocent &amp; pious persons, that so 
thereby he might destroy their reputations &amp; expose them to un-
due punishments.]  As for our English [Didnies?], there are not many 
greater Casuists then Mr. [underlined: Perkins].  Nor do I know any one that hath 
written on the case of witchcraft with more judgment &amp; clearness 
of understanding. He hath these words (b) [underlined: If a man being dan-
[Margin note: (b) discourse of witchcraft. ch.7. sect 2 p. 644]
gerously sick &amp; like to dy upon suspition will take it upon his 
death, that such an one hath bewitched him.  It is an allegation 
which may moove the Judge to examine the party, but is of no 
moment for conviction.]  The like is asserted by Mr [underlined:Cooper] (c) 
[Margin note: (c) in by witchcraft discovered, p.277] 
Mr [underlined: Bernard] (once a famous minister at [underlined: Batcomb] in Somerse 
his book calld [underlined: a Guide to Grand Jurymen in cases of witchcraft],s 
a solid &amp; wise treatise.  what his judgment was in the case now 
under debate, we may see, pag 209. 210 where his words are these 
'An Apparition of the party suspected, whome the afflicted in their 
'fits seem to see, is a great suspicion — yet this is but a pre-
'sumption tho a strong one, because those apparitions are 
'wrought by the Devil, w^o can Represent to the fancy such as the 
'partyes used to feare in which his Representation he may as
'well by as in his other witness.  For if the Devil can Represent 
'ye witch-seeming Samuel, saying I see Gods ascending out of ye 
'earth to beguile Saul, may wee not think he can Represent 
'common ordinary person, man or woman, unregenerate though 
'no witch to the fancy of vain persons to deceive them &amp; other 
'that will give credit to the devill.  Thus Mr. [underlined: Bernard]



",http://publications.newberry.org/transcribe/files/imports/case_ms_b_8884_558_39_o3.jpg
Cases of conscience concerning witchcrafts,http://publications.newberry.org/transcribe/scripto/transcribe/42/22349,"As for a Judgment of the Elders in [underlined: New England] so farr as I can learn they do generally concurr with Mr [underlined: Perkins] &amp; Mr [underlined: Bernard]. This I know, that at a meeting of Ministers at Cambridge, August 1.1692 where were present Seven elders besides the President of the Colledge, this Question there discours'd on was, whither the Devils may not Sometimes have a permission to represent an innocent person as tormenting such as are under Diabolicall molestations.  The answer [w, superscript ch = which] they all concurred in was in these words, vis. [underlined: That {illegible} Devils may sometimes have a permission to represent an Innocent person as tormenting such as are under Diabolicall molestations, but that such things are rare &amp; extraordinary, especially when such matters come before civil judicature].  And that some of the most Eminent ministers in the Land [w, superscript o = who] were not at that meeting are of [illegible] same judgment I am assured.  And I am also sure that in cases of this nature, the Priests lips should keep knowledge, &amp; they should seek the Law at his mouth.  Mat. 2.7.
[Margin note: ** About two years ago, a bewitched person in {underlined: Chelmsford} complained {illegible} relation of hers (a worthy good man) &amp; another person of known piety appeared to her and afflicted her.
Argum. 6.  Our own experience hath confirmed [illegible] of [w, superscript t = what] we affirm.  I have in another book given an account concerning [underlined: Eliz. Knap] of [underlined: Groton] who complained that a woman as Eminent for piety as any that town did appear to her &amp; afflict her. but afterwards she was satisfied that that person never did her any harm but that the Devil abused them both.  **I have myself known several of [w, superscript m = whom] I ought to think [possible shorthand for ""that""] they are now in heaven considering they were of good conversations &amp; reputed pious by those [w, superscript o = who] had the greatest intimacy [w, superscript th = with] them of whom nevertheless some complained that their shapes appeared to them &amp; threatened them.  Nor is this answered by saying, we do not know but those persons might be witches.  Nor are bound by the rule of charity to think otherwise.  And they [illegible] confurr any merely because such a sad affliction as their being false represented by Satan hath befaln them, do not do as they would be done by.  I bless the Lord it never [illegible] the portion allotted to me nor to any relation of mine to be thus abused.  but no man knoweth [w, superscript t = what] may happen to him since [underlined: there be just men unto whom it hapneth according to the work of the wicked].  Eccles. 8.14. but [w, superscript t = what] needs more to be said since there is one among our selves whom no man that knows him can think him to be a wizard, yet some bewitched persons complain [possible shorthand for ""that""] they are in this shape tormented.



",http://publications.newberry.org/transcribe/files/imports/case_ms_b_8884_558_40_o3.jpg
Cases of conscience concerning witchcrafts,http://publications.newberry.org/transcribe/scripto/transcribe/42/22350,"The things which have been mentioned
make way for, and bring us unto the second 
case which is to come under our consideration.
Viz. If one bewitched be struck down
[crossed out - witches?with the?] at the looke, or Cast of the eye of another
and after that recovered again by a 
touch [crossed out: o] from the same person, is not this
an infallible proof that the party sus=
pected &amp; complained of is in league
with the divel. ANSWER it must
be owned that by such things as these Witch=
crafts have been discovered more than once
or twice &amp; that an ill fame or other circum
stances attending the suspected party, this
may be a good ground for Examination: but
this alone doth not afford sufficient matter
for Conviction. As spectres or Divels appearing
in the shape of persons that have been murdered, de=
claring that they were murdered by such persons 
in Such a place, may give Just occasion for the 
magistrates enquiry into the matter. One [?]
[Sidenote - Webster displaying [off?]uppos'd witchcraft p. 2g [illegibl] 30d]
great witch Advocate(d) confeseth that by this
means ^murders have brought to light: yet that alone 
if Other circumstances did not concur would
not by the [Son?] of God take away the site of any
man. If any Reader [?elease?] he shall [hear?] what
old [in?] [Baernard?] of Batcomb saith to a Case,
like this &amp; the former.                 His



",http://publications.newberry.org/transcribe/files/imports/case_ms_b_8884_558_41_o3.jpg
Cases of conscience concerning witchcrafts,http://publications.newberry.org/transcribe/scripto/transcribe/42/22351,"His words are therefor(e) ""The naming of the suspec-
""ted in their fitts &amp; also wher they have been , &amp; what
""they have done here and those, as Mr. _Throgmorton's_
""children could doe, and that often and ever found true
""This is a great presumption, and yet but a presum
""ption, because this is only the Dively Testimony,
""who can Lye and that more often than speak truth.
""Christ would not allow his witness of him in a
""point most true; nor Saint Paul in the true
""praises of him and Silas. This witness then may
""not be reconed as sufficient in Case of ones Life.
""He may accuse an inocent person as I shewed
""before in Mr. _Edmunds_ giving over his practice
""to find stolen goods. And Satan we read would
""accuse Job so hed himself to be an Hypocrite, &amp;
""too ready to be a blaspheemer: and he is called abe
""the accuser of the Brethren. Albeit I cannot 
""deny but this hath very often proved true, yet
""losing this Divel is such an one as you heard-
""Christian men should not take his writings to
""give in a verdict upon Oath, and so swear that
""the Divel hath therin spoken the Truth. Beit
""far from good men to confirm any word of the
""Divel by Oath, if it be not an Evident Truth=
""without the Divels Testimony, who in speaking
""the truth hath a Lying intent, and speakes some



",http://publications.newberry.org/transcribe/files/imports/case_ms_b_8884_558_42_o3.jpg
